repository_name,repository_url,file_path,line_number,code_snippet,explanation
Ascend/ModelZoo-TensorFlow,https://github.com/Ascend/ModelZoo-TensorFlow,TensorFlow/contrib/cv/Pix2pose_ID1164_for_TensorFlow/src/tools_pix2pose/3_train_pix2pose.py,58,os.environ['CUDA_VISIBLE_DEVICES'] = gpu_id,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
mzlr/sau-net,https://github.com/mzlr/sau-net,train_3d.py,161,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(cfg.GPU_ID)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yilmazkorkmaz1/SSDiffRecon,https://github.com/yilmazkorkmaz1/SSDiffRecon,run_ixi.py,127,"os.environ[""CUDA_VISIBLE_DEVICES""]=args.gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
AIshb/Graduation-Thesis-Experiment,https://github.com/AIshb/Graduation-Thesis-Experiment,src/tf_backend.py,9,# os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
shelleyHLX/text-classification,https://github.com/shelleyHLX/text-classification,text_classification_models/models/Attention_Textcnn_glove/train.py,15,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
DebeshJha/ResUNetPlusPlus-with-CRF-and-TTA,https://github.com/DebeshJha/ResUNetPlusPlus-with-CRF-and-TTA,infer.py,4,"#os.environ[""CUDA_VISIBLE_DEVICES""]=""0"";",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
lslrh/DMA,https://github.com/lslrh/DMA,scripts/feature_fusion/nuscenes_fcclip.py,2,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""9""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Lllmmr/Image-Blending-GUI,https://github.com/Lllmmr/Image-Blending-GUI,deepimageharm/deepHarmonization.py,6,"os.environ[""CUDA_VISIBLE_DEVICES""]=""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Ascend/ModelZoo-TensorFlow,https://github.com/Ascend/ModelZoo-TensorFlow,TensorFlow/contrib/cv/AVOD_ID0818_for_TensorFlow/avod/experiments/run_training.py,146,os.environ['CUDA_VISIBLE_DEVICES'] = default_device,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
simtony/tf_multigpu,https://github.com/simtony/tf_multigpu,multi_code/ps_local_sync.py,62,"os.environ[""CUDA_VISIBLE_DEVICES""] = args.gpus",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
YudiDong/GAN-based-E2E-communications-system-for-defense-against-adversarial-attack,https://github.com/YudiDong/GAN-based-E2E-communications-system-for-defense-against-adversarial-attack,regular_training_whitebox.py,13,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
WallaceLiu/recommendation_algorithm,https://github.com/WallaceLiu/recommendation_algorithm,推荐系统算法实践—源码下载/第19章Notebook实践/Debug_TF_LR.py,27,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
rohanmukh/nsg,https://github.com/rohanmukh/nsg,trainer_vae/train.py,33,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ZFTurbo/2nd-place-solution-for-VinBigData-Chest-X-ray-Abnormalities-Detection,https://github.com/ZFTurbo/2nd-place-solution-for-VinBigData-Chest-X-ray-Abnormalities-Detection,part_zfturbo/net_v04_retinanet/r21_train_backbone_resnet101_sqr_fold0.py,398,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
liuxinhai/FG3D-Net,https://github.com/liuxinhai/FG3D-Net,code/tools/train_chair_bilinear_similarity_rnn.py,68,os.environ['CUDA_VISIBLE_DEVICES']='%d'%args.device_id,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
apcamargo/genomad,https://github.com/apcamargo/genomad,genomad/modules/nn_classification.py,8,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
SiavashBarqiJaniar/DRL_PBHWN,https://github.com/SiavashBarqiJaniar/DRL_PBHWN,new_state/9/train/DQN_brain.py,4,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""2""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
robertklee/COCO-Human-Pose,https://github.com/robertklee/COCO-Human-Pose,train.py,23,"# os.environ[""CUDA_VISIBLE_DEVICES""] = str(args.gpuID)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
hagabbar/vitamin_c,https://github.com/hagabbar/vitamin_c,vitamin_c/vitamin_c_new.py,595,"os.environ[""CUDA_VISIBLE_DEVICES""]=gpu_num",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
airaria/GAN_hanzi,https://github.com/airaria/GAN_hanzi,main_tensorflow_wgan.py,5,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
fuliucansheng/360,https://github.com/fuliucansheng/360,train/word_char_hcnn.py,2,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
PacktPublishing/Mastering-Machine-Learning-Algorithms-Second-Edition,https://github.com/PacktPublishing/Mastering-Machine-Learning-Algorithms-Second-Edition,Chapter16/policy_gradient.py,11,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
TiJoy/Towards-Transferable-Targeted-Attack,https://github.com/TiJoy/Towards-Transferable-Targeted-Attack,attacker_Po_adv_ens4_adv_v3.py,24,"# os.environ['CUDA_VISIBLE_DEVICES'] = ""3""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
TiJoy/Towards-Transferable-Targeted-Attack,https://github.com/TiJoy/Towards-Transferable-Targeted-Attack,attacker_Po_adv_ens4_adv_v3.py,90,os.environ['CUDA_VISIBLE_DEVICES'] = FLAGS.cuda,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
QingyongHu/RandLA-Net,https://github.com/QingyongHu/RandLA-Net,main_SemanticKITTI.py,200,os.environ['CUDA_VISIBLE_DEVICES'] = str(FLAGS.gpu),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
RU-System-Software-and-Security/CovTesting,https://github.com/RU-System-Software-and-Security/CovTesting,Correlation/coverage.py,18,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
antkillerfarm/antkillerfarm_crazy,https://github.com/antkillerfarm/antkillerfarm_crazy,python/ml/tensorflow/kmeans.py,10,"os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
bubbliiiing/pspnet-keras,https://github.com/bubbliiiing/pspnet-keras,train.py,232,"os.environ[""CUDA_VISIBLE_DEVICES""]  = ','.join(str(x) for x in train_gpu)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
qitianwu/DANSER-WWW-19,https://github.com/qitianwu/DANSER-WWW-19,train.py,14,#os.environ['CUDA_VISIBLE_DEVICES'] = '-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
IMPETUS-UdeS/rule4ml,https://github.com/IMPETUS-UdeS/rule4ml,rule4ml/models/architectures.py,627,"if torch.cuda.is_available() and os.environ.get(""CUDA_VISIBLE_DEVICES"") not in [",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
luofuli/word-sense-disambiguation,https://github.com/luofuli/word-sense-disambiguation,GAS_ext/train_plus.py,26,"os.environ[""CUDA_VISIBLE_DEVICES""] = '1,2,0,3'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MachineLP/py_workSpace,https://github.com/MachineLP/py_workSpace,deepLN/TY_lpnet/svm.py,7,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
BowenL0218/Video_Compression,https://github.com/BowenL0218/Video_Compression,ADMM/train_model_simple.py,69,"# os.environ[""CUDA_VISIBLE_DEVICES""] =""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
pythonlessons/YOLOv3-object-detection-tutorial,https://github.com/pythonlessons/YOLOv3-object-detection-tutorial,YOLOv3-custom-training/convert.py,11,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zoulixin93/pseudo_dyna_q,https://github.com/zoulixin93/pseudo_dyna_q,data/create_simulator_latent_factor.py,19,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(0)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
UCLACOMPSCI/Image-Classification,https://github.com/UCLACOMPSCI/Image-Classification,onn_mask_train.py,15,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ShahiraAbousamra/til_classification,https://github.com/ShahiraAbousamra/til_classification,u24_lymphocyte/prediction/NNFramework_TF/sa_runners/tf_classifier_runner.py,49,"os.environ[""CUDA_VISIBLE_DEVICES""] = device_ids_str;",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MCG-NJU/CGA-Net,https://github.com/MCG-NJU/CGA-Net,examples/RandLA-Net/main_SemanticKITTI.py,200,os.environ['CUDA_VISIBLE_DEVICES'] = str(FLAGS.gpu),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,tensorflowonspark/TFNode.py,120,os.environ['CUDA_VISIBLE_DEVICES'] = gpus_to_use,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,tensorflowonspark/TFNode.py,145,os.environ['CUDA_VISIBLE_DEVICES'] = '',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
PINTO0309/PINTO_model_zoo,https://github.com/PINTO0309/PINTO_model_zoo,326_YOLOPv2/post_process_gen_tools/make_box_gather_nd.py,2,os.environ['CUDA_VISIBLE_DEVICES'] = '-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yongzhuo/Keras-TextClassification,https://github.com/yongzhuo/Keras-TextClassification,keras_textclassification/__init__.py,16,"os.environ[""CUDA_VISIBLE_DEVICES""] = os.environ.get(""CUDA_VISIBLE_DEVICES"", ""-1"")  # ""0,1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
torrvision/siamfc-tf,https://github.com/torrvision/siamfc-tf,src/tracker.py,18,# os.environ['CUDA_VISIBLE_DEVICES'] = '{}'.format(gpu_device),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yangxue0827/RotationDetection,https://github.com/yangxue0827/RotationDetection,tools/r3det_bcd/train_swa.py,25,"os.environ[""CUDA_VISIBLE_DEVICES""] = cfgs.GPU_GROUP",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
xiaobai1217/MBMD,https://github.com/xiaobai1217/MBMD,siamese_utils.py,16,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
AlexanderLutsenko/nobuco,https://github.com/AlexanderLutsenko/nobuco,examples/projection.py,2,"os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
LoheshM/Comparative-Analysis-of-Reinforcement-Learning-Models-for-Lane-Change-Decision-Making,https://github.com/LoheshM/Comparative-Analysis-of-Reinforcement-Learning-Models-for-Lane-Change-Decision-Making,DQN.py,26,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""4,5,6,7""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ruiqigao/DeformableGenerator,https://github.com/ruiqigao/DeformableGenerator,main.py,10,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
AIM3-RUC/Youmakeup_Baseline,https://github.com/AIM3-RUC/Youmakeup_Baseline,step_ordering/SCDM_based/grounding/SCDM+/src_SCDM+/run_makeup_scdm+.py,775,os.environ['CUDA_VISIBLE_DEVICES'] = str(args.gpu_id),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
fudanxu/FUSAR-Map,https://github.com/fudanxu/FUSAR-Map,Model/FUSAR-Map/Unet_whole.py,14,os.environ['CUDA_VISIBLE_DEVICES'] = '3',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
HarveyYan/RNATracker,https://github.com/HarveyYan/RNATracker,Scripts/SGDModel.py,18,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ZFTurbo/2nd-place-solution-for-VinBigData-Chest-X-ray-Abnormalities-Detection,https://github.com/ZFTurbo/2nd-place-solution-for-VinBigData-Chest-X-ray-Abnormalities-Detection,part_zfturbo/net_v17_retinanet_finetune/r21_train_backbone_resnet101_sqr_fold0.py,398,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
gaozhanfire/CCF-BDCI2019_Entity_Discovery,https://github.com/gaozhanfire/CCF-BDCI2019_Entity_Discovery,bert固定参数（主要修改train_bert.py）/train_bert.py,176,os.environ['CUDA_VISIBLE_DEVICES'] = FLAGS.device_map,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
chenynCV/SENet-Tensorflow,https://github.com/chenynCV/SENet-Tensorflow,pre_train.py,10,os.environ['CUDA_VISIBLE_DEVICES']= '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ashnair1/Mask-RCNN-for-Off-Nadir-Building-Detection,https://github.com/ashnair1/Mask-RCNN-for-Off-Nadir-Building-Detection,samples/sate/Exporting_and_Importing_scripts/importer.py,3,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
xuannianz/keras-ctpn,https://github.com/xuannianz/keras-ctpn,train.py,11,os.environ['CUDA_VISIBLE_DEVICES'] = '1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
chingchan1996/ECG-Arrhythmia-Classification-in-2D-CNN,https://github.com/chingchan1996/ECG-Arrhythmia-Classification-in-2D-CNN,train_model_personal_classweight.py,17,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""7""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
lyes-khacef/GPU-SOM,https://github.com/lyes-khacef/GPU-SOM,imports.py,11,"#os.environ[""CUDA_VISIBLE_DEVICES""]=""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
dongbiao321/MCMBNN-for-CentAMC-and-DecentAMC,https://github.com/dongbiao321/MCMBNN-for-CentAMC-and-DecentAMC,PartB-MCMBNN_based_CentAMC/train.py,3,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
funzi-son/plant_pathology_dl,https://github.com/funzi-son/plant_pathology_dl,ViTs/ViT_New_model_v06Dec2022.py,32,"os.environ[""CUDA_VISIBLE_DEVICES""] = DEVICES",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
BBahtiri/Deep-Learning-Constitutive-Model,https://github.com/BBahtiri/Deep-Learning-Constitutive-Model,Main_ML.py,101,"os.environ[""LD_LIBRARY_PATH""] = str(cudnn_lib_path) + "":"" + os.environ.get(""LD_LIBRARY_PATH"", """")",Library Path Mismatch: LD_LIBRARY_PATH is hardcoded. This can point to non-existent or wrong paths causing TensorFlow to slow down or fail when loading libraries.
stanfordnlp/mac-network,https://github.com/stanfordnlp/mac-network,main.py,658,"os.environ[""CUDA_VISIBLE_DEVICES""] = config.gpus",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yaoshj975/DQN2FJSP,https://github.com/yaoshj975/DQN2FJSP,DQN.py,4,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
XuexiongLuoMQ/ComGA,https://github.com/XuexiongLuoMQ/ComGA,run.py,2,"os.environ['CUDA_VISIBLE_DEVICES'] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Yingjun-Du/VID,https://github.com/Yingjun-Du/VID,DDN.py,19,"os.environ['CUDA_VISIBLE_DEVICES'] = ""3""  # select GPU device",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
qq456cvb/multi-stage-detection,https://github.com/qq456cvb/multi-stage-detection,DQN.py,190,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
rymc/n2d,https://github.com/rymc/n2d,n2d.py,28,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(sys.argv[2])",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zhoutf/finance_gan,https://github.com/zhoutf/finance_gan,gan.py,20,os.environ['CUDA_VISIBLE_DEVICES'] = '-1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
djjandXMU/CycleGAN-and-modification,https://github.com/djjandXMU/CycleGAN-and-modification,test,345,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
williamljb/HumanMultiView,https://github.com/williamljb/HumanMultiView,demo.py,37,os.environ['CUDA_VISIBLE_DEVICES'] = '1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
cndn/intelligent-code-completion,https://github.com/cndn/intelligent-code-completion,raw_data/46375_gpu.py,29,"env = os.environ.get('CUDA_VISIBLE_DEVICES', None)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zhpmatrix/tianchi-ruijin,https://github.com/zhpmatrix/tianchi-ruijin,utils.py,13,os.environ['CUDA_VISIBLE_DEVICES'] = str(gpu_num),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
borgwang/reinforce_py,https://github.com/borgwang/reinforce_py,algorithms/A3C/atari/train_A3C.py,123,os.environ['CUDA_VISIBLE_DEVICES'] = '',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
aicip/uSDN,https://github.com/aicip/uSDN,uSDN.py,15,os.environ['CUDA_VISIBLE_DEVICES']= args.cuda,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yairf11/MUPPET,https://github.com/yairf11/MUPPET,hotpot/scripts/train_eval/ablate_hotpot_qa.py,271,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""7""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Engineering-Course/kddcup2017,https://github.com/Engineering-Course/kddcup2017,train_six_zero.py,6,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
lvqiujie/Mol2Context-vec,https://github.com/lvqiujie/Mol2Context-vec,tasks/tox21/get_tox_data.py,91,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Prinsphield/Wechat_AutoJump,https://github.com/Prinsphield/Wechat_AutoJump,cnn_coarse_to_fine/config/base.large/train.py,26,os.environ['CUDA_VISIBLE_DEVICES'] = str(args.gpu),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Quincy1994/smp2018,https://github.com/Quincy1994/smp2018,train/word_rcnn.py,5,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
mcmillco/funcom,https://github.com/mcmillco/funcom,predict.py,135,os.environ['CUDA_VISIBLE_DEVICES'] = gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
junqiangchen/TN-SCUI2020-Challenge,https://github.com/junqiangchen/TN-SCUI2020-Challenge,resnet2d_train.py,4,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
gechiru/RNPRF-RNDFF-RNPMF,https://github.com/gechiru/RNPRF-RNDFF-RNPMF,Houston_code/SSRN_Houston_LiDAR_EPLBP.py,7,"#os.environ[""CUDA_VISIBLE_DEVICES""]=""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
gechiru/RNPRF-RNDFF-RNPMF,https://github.com/gechiru/RNPRF-RNDFF-RNPMF,Houston_code/SSRN_Houston_LiDAR_EPLBP.py,12,os.environ['CUDA_VISIBLE_DEVICES']='0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yolo2233/cross-modal-hasing-playground,https://github.com/yolo2233/cross-modal-hasing-playground,corr_ae/flickr.py,18,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
id-bioinfo/ARGnet,https://github.com/id-bioinfo/ARGnet,scripts/argnet_ssaa.py,8,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MLforHealth/MIMIC_Generalisation,https://github.com/MLforHealth/MIMIC_Generalisation,utils/EmbeddingAutoencoder.py,17,"# os.environ[""CUDA_VISIBLE_DEVICES""]=""0""  # specify which GPU(s) to be used",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
vaghawan/airbus-ship-detection-using-keras-retinanet-maskrcnn,https://github.com/vaghawan/airbus-ship-detection-using-keras-retinanet-maskrcnn,keras_maskrcnn/bin/evaluate.py,112,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
freesunshine0316/semantic-nmt,https://github.com/freesunshine0316/semantic-nmt,dual_to_seq/G2S_trainer.py,321,"#os.environ[""CUDA_VISIBLE_DEVICES""]=""2""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
LiuJieShane/UARA,https://github.com/LiuJieShane/UARA,multi_agent.py,4,os.environ['CUDA_VISIBLE_DEVICES']='',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Veason-silverbullet/NNR,https://github.com/Veason-silverbullet/NNR,general_recommendation_methods/wide_deep_util.py,49,os.environ['CUDA_VISIBLE_DEVICES'] = str(self.device_id),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
